sentences1,sentences2,is_similar
"Trước phim này , Mike_Tyson từng vào vai diễn võ_sĩ đấm bốc trong "" IP_Man - Diệp_vấn 3 "" cùng Chân_Tử_Đan và nhận giải "" Diễn_viên triển_vọng "" tại LHP Kim_Dương - Macau .","Đây là phim châu Á tiếp_theo của Mike_Tyson sau vai diễn võ_sĩ đấm bốc trong IP_Man - Diệp_vấn 3 đóng cùng Chân_Tử_Đan và nhận giải "" Diễn_viên triển_vọng "" tại LHP Kim_Dương - Macau .",1
"Xuất_hiện rạng_rỡ trong sự_kiện , Ngọc_Thanh_Tâm tự_tin khoe vẻ gợi_cảm khi mặc chiếc váy hở lưng đầy trẻ_trung , nữ_tính .","Xuất_hiện rạng_rỡ trong sự_kiện , Ngọc_Thanh_Tâm tự_tin khoe vẻ gợi_cảm khi mặc chiếc váy hở lưng đầy vẻ trẻ_trung , nữ_tính .",1
"Ngay từ những loạt đầu_tiên , Hoàng_Xuân_Vinh đã có_mặt trong Top 3 và không bao_giờ rời xa hơn .","Ở chung_kết , Hoàng_Xuân_Vinh thi_đấu xuất_thần . Ngay từ những loạt đầu_tiên , anh đã có_mặt trong Top 3 và không bao_giờ rời xa hơn .",1
"Ông Vinh cũng cho_biết , Hà_Nội đã triển_khai đồng_bộ quy_hoạch phân_khu Hồ Gươm .","Giám_đốc Sở Quy_hoạch Kiến_trúc Hà_Nội Lê_Vinh cho_biết : "" Chúng_tôi đã lập quy_hoạch phân_khu Hồ Gươm theo hướng bảo_tồn .",1
"Vấn_đề này có_thể ảnh_hưởng tới một loạt các xe ô_tô sản_xuất trong khoảng thời_gian từ năm 1995 - đến năm 2016 , bao_gồm cả các xe mang thương_hiệu Volkswagen , Audi , Seat và Skoda .","Vấn_đề đang ảnh_hưởng tới nhiều dòng xe được sản_xuất trong giai_đoạn 1995 - 2016 , bao_gồm ôtô mang thương_hiệu Volkswagen và cả các mẫu xe mang những thương_hiệu khác thuộc tập_đoàn như Audi , Seat và Skoda .",1
"Ông Obama nhấn_mạnh Mỹ cam_kết về một trật_tự khu_vực bắt_nguồn từ các luật_lệ và quy_định quốc_tế , bao_gồm tự_do hàng_hải và giải_quyết hoà_bình các tranh_chấp .","Trả_lời câu hỏi về cách tiếp_cận của Washington trong vấn_đề này , Tổng_thống Obama nói rằng Mỹ hướng tới một trật_tự khu_vực được tuân_thủ theo các quy_định quốc_tế , trong đó bao_gồm cả hoạt_động tự_do hàng_hải và giải_quyết các tranh_chấp trong hoà_bình .",1
Anh giành được break quan_trọng để vượt lên dẫn trước Nishikori 4 - 2 và khép lại ván đầu_tiên ở điểm_số 6 - 3 .,Anh có một break quan_trọng ở game thứ 6 set 1 và thắng với tỷ_số 6 - 3 .,1
"Sức gió mạnh nhất ở vùng gần tâm_bão mạnh cấp 11 - 12 , giật cấp 14 - 15. Do hoàn_lưu bão số 2 rất rộng , tốc_độ di_chuyển nhanh , vì thế dự_báo sáng 3/8 phía đông_Bắc_Bộ , bao_gồm cả Hà_Nội sẽ có mưa lớn .","Sáng ngày 01.8 , bão Nida đã vào biển Đông trở_thành cơn bão số 2 có sức gió mạnh nhất vùng gần tâm_bão cấp 11 , giật cấp 13 - 14 .",1
"Với Kiều_Diễm , khán_giả sẽ thấy hai hình_ảnh đối_lập trong đêm nay .","Với Kiều_Diễm , khán_giả thấy hai hình_ảnh đối_lập ở 2 phần trình_diễn .",1
Bằng_chứng là 3 chiến_thắng trong 5 lần đọ sức gần nhất của Hà_Nội T&T trước SHB_Đà_Nẵng đều được thực_hiện trên sân_nhà của họ .,5 trong số những trận thắng của họ đến trên sân_nhà và họ cũng mới chỉ thua đúng 1 lần tại Chi_Lăng trước Hà_Nội T&T .,0
"Bộ Y_tế cũng yêu_cầu các bệnh_viện phải rà_soát , thực_hiện các tiêu_chí quy_định về an_toàn phẫu_thuật được quy_định trong Bộ tiêu_chí đánh_giá chất_lượng bệnh_viện .","Cục Quản_lý Khám chữa bệnh , Bộ Y_tế yêu_cầu giám_đốc Sở Y_tế các tỉnh , bệnh_viện khẩn_trương và nghiêm_túc thực_hiện các biện_pháp đảm_bảo an_toàn phẫu_thuật theo quy_định ; rà_soát và thực_hiện các tiêu_chí quy_định về an_toàn phẫu_thuật được quy_định trong Bộ tiêu_chí đánh_giá chất_lượng bệnh_viện .",1
"Sau khi xảy_ra sự_việc , nhóm thanh_niên kia nhanh_chóng bỏ trốn .",Nhóm thanh_niên kia nhanh_chóng bỏ trốn khỏi hiện_trường .,1
"Cùng với việc giảm giá bán , Liên_bộ cũng yêu_cầu dừng chi từ Quỹ bình_ổn giá đối_với tất các mặt_hàng dầu ( trước đó được sử_dụng ở mức 41 - 254 đồng một lít , kg ) .","Bên cạnh đó , Liên_bộ Tài_chính - Công_thương cũng yêu_cầu dừng chi từ Quỹ bình_ổn giá đối_với tất các mặt_hàng dầu ( trước đó được sử_dụng ở mức 41 - 254 đồng / lít , kg ) .",1
"Chủ_nhân huy_chương vàng là Đinh_Quang_Hiếu ( lớp 11 , THPT chuyên_Khoa học Tự_nhiên , Đại_học Quốc_gia Hà_Nội ) và Nguyễn_Khánh_Duy ( lớp 12 , THPT chuyên Lam_Sơn , Thanh_Hoá ) .","Em Đinh_Quang_Hiếu , học_sinh lớp 11 , Trường Trung_học_phổ_thông chuyên_Khoa học Tự_nhiên , Đại_học Quốc_gia Hà_Nội đoạt Huy_chương Vàng .",1
"Từ năm 1998 , Williams đã tham_gia nhiều dự_án điện_ảnh , truyền_hình như "" Le_Message "" , "" Taxi 2 "" , "" Yamakasi , les samouraïs des temps modernes "" , "" Les_fils du_vent "" , "" Cirque_du_Soleil - Solstrom "" , "" Thế_hệ Yamakasi , vol au-Dessus des_CITES "" , "" Phương_pháp Williams_Belle "" , "" Williams_Belle_Adventure "" , ... Và đặc_biệt là vai diễn trong phim "" Johnny_English_Reborn "" cùng nam_diễn_viên Rowan_Atkinson ( MrBean ) nổi_tiếng trên toàn thế_giới .","Từ năm 1998 , Williams đã tham_gia nhiều dự_án điện_ảnh , truyền_hình như "" Le_Message "" , "" Taxi 2 "" , "" Cirque_du_Soleil - Solstrom "" , "" Thế_hệ Yamakasi , vol au-Dessus des_CITES "" , "" Phương_pháp Williams_Belle "" , "" Williams_Belle_Adventure "" , ...",1
"Palladium tháng 9 kết_thúc tại 706 USD / ounce , giảm 7 , 85 USD , tương_đương 1 , 1 % .","Đồng giao tháng 9 cũng giảm 3 cent , tương_đương 1 , 1 % và chốt phiên tại 2 , 17 USD / ounce .",0
"Đó là một phát_biểu đầy cảm_xúc "" - ông Abella nói với các phóng_viên hôm_nay .","Đó là một thông_báo đầy nhiệt_huyết "" , Abella trả_lời báo_giới hôm_nay .",1
"Giá vàng trong nước bám sát , lên 37 triệu đồng / lượng , tăng trên_dưới 200.000 đồng / lượng so với sáng_qua .","Giá vàng hôm_nay 3/8 , lúc 9h00' , giá vàng SJC được điều_chỉnh tăng mạnh , với mức tăng cao nhất là 260.000 đồng / lượng so với phiên sáng_qua .",0
Chủ cơ_sở khai nhận với công_an đã sản_xuất được hơn 1 năm nay tiêu_thụ ra thị_trường .,Ông Thành khai nhận với công_an đã sản_xuất được hơn 1 năm nay bán ra thị_trường mỗi ngày hàng trăm lít tương_ớt .,1
"Khoảng 7.000 cảnh_sát có vũ_trang , cùng nhiều xe_bọc_thép của Thổ_Nhĩ_Kỳ đã phong_toả căn_cứ này , đồng_thời tiến_hành các hoạt_động kiểm_tra .","Ngày 31.7 , Sputnik đưa tin khoảng 7.000 cảnh_sát vũ_trang cùng nhiều xe hạng nặng đã được huy_động đến bao_vây , chặn các lối ra vào của căn_cứ không_quân Incirlik ở tỉnh Adana thuộc miền nam Thổ_Nhĩ_Kỳ .",1
"Nói về quá_trình di_chuyển để đón bệnh_nhân mất tới 40 phút , tài_xế Đông thừa_nhận rằng : "" Tôi công_nhận là vẫn có chậm , so với bình_thường thì tôi chậm khoảng hơn 10 phút , nguyên_nhân lúc ấy là do trời tối và mưa to ... "" .","Khi nói về quá_trình di_chuyển để đón bệnh_nhân mất tới 40 phút , tài_xế Đông thừa_nhận rằng : "" Tôi công_nhận là vẫn có chậm , so với bình_thường thì tôi chậm khoảng hơn 10 phút , nguyên_nhân lúc ấy là do trời tối và mưa to ... "" .",1
"Theo Trung_tâm Dự_báo Khí_tượng Thuỷ_văn Trung_ương , dự_báo trong 24h tới , bão di_chuyển theo hướng Tây_Tây_Bắc , mỗi giờ đi được khoảng 25 km và còn tiếp_tục mạnh thêm .","Điểm_danh 10 sự_kiện nóng nhất tuần qua Dự_báo trong 24 giờ tới , bão di_chuyển theo hướng Tây_Tây_Bắc , mỗi giờ đi được 20 - 25 km và còn tiếp_tục mạnh thêm .",1
"Công_tác ứng_phó với khả_năng lũ quét , sạt_lở đất đang được chính_quyền các địa_phương triển_khai quyết_liệt .","Công_tác ứng_phó với khả_năng lũ quét , sạt_lở đất đang được chính_quyền các địa_phương triển_khai .",1
"Theo Điện_Kremlin , cả 5 người trên trực_thăng đã thiệt_mạng .",Phía Nga thông_báo cả 5 người trên trực_thăng đều đã thiệt_mạng Reuters,1
"Khi đi rẫy về , cả 3 mẹ con chị Vi_Thi_Hoa ở huyện Quế_Phong ( Nghệ_An ) tá_hoả phát_hiện nhà mình bị lửa thiêu rụi toàn_bộ .",Đến chiều cùng ngày đi làm về cả 3 mẹ con mới tá_hoả khi biết nhà mình đã bị lửa thiêu rụi hoàn_toàn .,1
""" Chúng_tôi đang cân_bằng mối quan_hệ giữa đồng_minh chiến_lược lớn nhất và đối_tác thương_mại lớn nhất bằng cách khéo_léo về mặt ngoại_giao , thống_nhất và thực_tế "" .","Chúng_tôi cân_bằng quan_hệ giữa đồng_minh chiến_lược lớn nhất và đối_tác thương_mại lớn nhất bằng phương_cách ngoại_giao khéo_léo , nhất_quán và thực_tế - bà nói .",1
"Là 1 trong 3 khách_mời của số đầu_tiên gameshow mới "" Kỳ_phùng_địch_thủ - Lip sync battle "" , Trà_Ngọc_Hằng khiến khán_giả được một phen ôm bụng cười vì có những màn trình_diễn hài_hước và quậy hết cỡ .","Là một trong 3 khách_mời của số đầu_tiên gameshow mới "" Kỳ_phùng_địch_thủ - Lip sync battle "" , Trà_Ngọc_Hằng khiến khán_giả được một phen ôm bụng cười vì có những màn trình_diễn hài_hước và quậy hết cỡ .",1
"Ngoài Corrin_Stellakis , ban tổ_chức còn trao danh_hiệu Miss_Air cho Mae_Ann_Webb , Miss_Water cho Devin_Boy ( người_đẹp Louisiana ) , Miss_Fire cho Kesha_Clark ( người_đẹp Southwest ) .","Ngoài ngôi_vị Hoa_hậu thuộc về người_đẹp tới từ New_York , ban tổ_chức cuộc thi còn trao các danh_hiệu khác như Hoa_hậu Không_khí ( Á_hậu 1 ) cho Mae_Ann_Webb , Hoa_hậu Nước ( Á_hậu 2 ) cho Devin_Boy và Hoa_hậu Lửa ( Á_hậu 3 ) cho người_đẹp Kesha_Clark .",1
"Chấn_thương này đồng_nghĩa với việc Samir_Ait_Said sẽ phải chia_tay thế_vận_hội sớm , thậm_chí giã_từ sự_nghiệp thi_đấu .","Với chấn_thương này , sự_nghiệp của Samir_Ait_Said có_thể sẽ chấm_dứt .",1
"Từ năm 2014 , khi mới 4 tuổi , trong lúc đi nhà_trẻ do không cẩn_thận cháu Ngọc_Anh nuốt phải đồ_chơi .",Bé Ngọc_Anh đi nhà_trẻ do không cẩn_thận nên nuốt phải đồ_chơi .,1
"ZenBook_Flip_UX360 siêu_mỏng có_thể xoay 360 độ với màn_hình IPS 13 , 3 inch Full_HD ( 1920X1080 ) , cảm_ứng đa_điểm cùng công_nghệ IPS mang đến góc nhìn rộng lên đến 178 độ , thời_lượng pin lên đến 12 giờ .","ZenBook_Flip trang_bị màn_hình 13 , 3 inch FullHD ( 1920X1080 ) , cảm_ứng đa_điểm cùng công_nghệ IPS mang đến góc nhìn rộng lên đến 178 độ .",1
Bệnh_nhi vẫn được chăm_sóc ở phòng hồi_sức tích_cực .,"Hiện Thắm đang được chăm_sóc ở Phòng hồi_sức tích_cực , BV Nhi_đồng 1 ( TP.HCM ) .",1
Chiếc bút S_Pen trên Galaxy_Note 7 cũng cho_phép người dùng dễ_dàng tạo ra và chia_sẻ hình_ảnh động ( GIF ) đầy chất sáng_tạo thông_qua chức_năng Smart_Select .,"Galaxy_Note 7 cũng có_thể hoạt_động dưới nước , người dùng có_thể sử_dụng S_Pen để viết ghi_chú trên màn_hình kể_cả dưới nước",0
"Nam_Em thường_xuyên xuất_hiện trong các chương_trình thời_trang , tham_gia trình_diễn với tư_cách là người_mẫu chuyên_nghiệp .","Nam_Em sở_hữu vóc_dáng cân_đối với chiều cao 1 m 73 , nặng 50 kg và số_đo 3 vòng 85 - 60 - 90. Suốt một năm qua , Nam_Em cũng thường_xuyên xuất_hiện trong các chương_trình thời_trang lớn , tham_gia trình_diễn với tư_cách là người_mẫu chuyên_nghiệp .",1
"Bảng A được xem là bảng đấu "" tử_thần "" với sự góp_mặt của 4 đội bóng gồm chủ_nhà_Philippines , Indonesia , Singapore và Thái_Lan .","Đây là bảng đấu nhẹ ký hơn khá nhiều so với bảng A gồm các đội Thái_Lan , Philippines , Indonesia và Singapore .",1
"Hiện_nay , các tỉnh Nam_bộ đã trồng trên 6.000 ha xoài giống Đài_Loan ( Trung_Quốc ) .","Thông_tin từ Cục Trồng_trọt , theo số_liệu báo_cáo chưa đầy_đủ , đến nay các tỉnh Nam_bộ đã trồng trên 6.000 ha xoài giống Đài_Loan .",1
"Ở lần cử giật cuối , Thạch_Kim_Tuấn nâng mức tạ lên 133 kg nhưng không thực_hiện được .","Ở lần cử giật thứ 2 , Thạch_Kim_Tuấn đã vượt_qua mức 130 kg .",1
AFF_Cup 2016 diễn_ra từ ngày 19/11 đến 17/12 .,AFF_Cup 2016 diễn_ra từ ngày 19/11 đến 17/12/2016 tại Phillipines và Myanmar .,1
"Trên thị vàng trong nước , tính tới cuối giờ chiều 3/8 , giá vàng đứng phổ_biến ở mức 36 , 85 triệu đồng / lượng ( mua vào ) và 36 , 95 triệu đồng / lượng ( bán ra ) , tăng 120 - 140 ngàn đồng / lượng so với cùng giờ phiên liền trước .","Cụ_thể , giá vàng SJC tại TP HCM được Công_ty VBĐQ_Sài_Gòn niêm_yết ở mức 36 , 60 triệu đồng / lượng ( mua vào ) , 36 , 85 triệu đồng / lượng ( bán ra ) , giảm 90.000 đồng / lượng chiều mua và 110.000 đồng / lượng chiều bán so với phiên sáng_qua .",0
""" Tên_lửa đã bay khoảng 1.000 km và rơi vào một Vùng đặc_quyền kinh_tế của Nhật_Bản , cách bán_đảo Oga thuộc tỉnh Akita khoảng 250 km về phía Tây .","Tại Tokyo , Bộ_trưởng Quốc_phòng Nhật_Bản Gen_Nakatani phát_biểu với báo_giới rằng quả tên_lửa dường_như đã rơi xuống vùng đặc_quyền kinh_tế ( EEZ ) của Nhật_Bản tại khu_vực cách bán_đảo Oga thuộc tỉnh Akita khoảng 250 km về phía Tây .",1
"SHB_Đà_Nẵng : Văn_Hưng , Huy_Toàn , Văn_Học , Hoàng_Quảng , Phước_Vĩnh , Minh_Tâm , Nguyên_Sa , Merlo , Đức_Lễ , Eydison .","Đà_Nẵng : Văn_Hưng ; Văn_Học , Đức_Lễ , Phước_Vĩnh , Hoàng_Quãng ; Huy_Toàn , Nguyên_Sa , Minh_Tâm , Thanh_Hải ; Eydison , Merlo .",1
"Từ lời khai của 2 nghi_phạm này , đến đêm 30 - 7 , tại Bạc_Liêu , ban chuyên_án đã bắt Nguyễn_Văn_Điệp ( tự Lùn , 44 tuổi , quê_quán TP HCM ) .","Đêm 30/7 , tại Bạc_Liêu , Ban chuyên_án bắt Nguyễn_Văn_Điệp ( tự Lùn , 44 tuổi , quê_quán TPHCM ) .",1
"Hình_ảnh trên mạng xã_hội , được đăng lại trên trang Gulf_News , cho_thấy khói đen bốc lên từ thân phi_cơ .",Hình_ảnh về vụ_việc tràn_ngập khắp mạng xã hội cho thấy cảnh một cột khói đen rất lớn bốc lên từ đuôi máy_bay .,0
Hai nhóm thanh_niên khoảng gần 10 người lao vào đánh nhau .,Khoảng 10 người trong 2 nhóm lao vào đánh nhau .,1
"Cuộc điều_tra được cảnh_sát làng Signes , miền nam nước Pháp thực_hiện ngay sau đó .",Cảnh_sát đang điều_tra vụ_việc ở Signes - một ngôi làng ở miền nam nước Pháp .,1
"Trong khi đó , ban tổ_chức xác định thí sinh Trần_Thị_Thuỳ_Trang , sau vòng chung_khảo khu_vực phía Nam cuộc thi Hoa_hậu Việt_Nam 2016 , do muốn cải_thiện vẻ_đẹp của răng , đã nhờ bác_sĩ dùng chất_liệu composite dán lên một_số chiếc răng để tăng độ trắng , sáng .","Tuy_nhiên , thí_sinh Trần_Thị_Thuỳ_Trang chỉ dùng chất_liệu composite dán lên một_số chiếc răng để tăng độ trắng , sáng ; và lớp composite đã được gỡ bỏ dưới sự giám_sát của đại diện BTC , khôi_phục tình_trạng ban_đầu của hàm răng , tuân_thủ theo quy định thí sinh "" phải có vẻ_đẹp tự_nhiên "" của Hoa_hậu Việt_Nam .",1
"Theo kết_quả bốc thăm của AFF_Cup 2016 , ĐT Malaysia nằm ở bảng B cùng các đội Việt_Nam , chủ nhà_Myanmar và đội đứng nhất vòng loại .",VTV.vn,1
